id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,misc_val,mo_sold,yr_sold,sale_type,saleprice_log
894,20,RL,50.0,9405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,698.0,GasA,Ex,Y,SBrkr,698,698,0.0,1.0,1,0,2,1,TA,4,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,Y,0,200,0,6,2009,WD ,11.678439903447801
1066,60,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,998.0,GasA,Ex,Y,SBrkr,1006,2046,1.0,0.0,2,1,3,1,Gd,8,Typ,1,BuiltIn,2003.0,RFn,3.0,871.0,TA,TA,Y,320,62,0,8,2008,WD ,12.556729517143344
1261,60,RL,70.0,9247,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319.0,Unf,858.0,GasA,Ex,Y,SBrkr,858,1716,0.0,0.0,1,1,4,1,TA,8,Typ,1,Attchd,1962.0,Fin,2.0,490.0,TA,TA,Y,0,84,0,3,2008,WD ,12.049418835484797
537,60,RL,96.0,10628,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,835.0,GasA,Ex,Y,SBrkr,871,1812,0.0,0.0,2,1,3,1,Gd,8,Typ,0,BuiltIn,2004.0,RFn,2.0,478.0,TA,TA,Y,146,91,0,1,2009,WD ,12.170445467887022
2301,20,RL,68.87899941826643,11000,Pave,IR2,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,LwQ,1090.0,Unf,1090.0,GasA,TA,Y,SBrkr,1178,1178,1.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,1976.0,Unf,2.0,502.0,TA,TA,Y,0,44,0,6,2007,WD ,11.813030057420567
2854,70,RL,54.0,9399,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,8,1919,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,818.0,GasA,TA,Y,SBrkr,818,1636,0.0,0.0,1,1,4,1,Gd,7,Typ,1,Detchd,1919.0,Unf,1.0,288.0,Fa,TA,N,0,0,0,9,2006,WD ,12.025749091398891
2649,20,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,576.0,GasA,Ex,Y,SBrkr,864,864,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1952.0,RFn,1.0,528.0,TA,TA,Y,0,0,0,8,2006,COD,11.56171562913966
2776,20,RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,1588.0,GasA,Ex,Y,SBrkr,1588,1588,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,158,29,0,8,2006,WD ,12.273731294003989
2403,60,RL,68.87899941826643,13215,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,Unf,1420.0,GasA,Ex,Y,SBrkr,1426,1914,1.0,0.0,2,1,3,1,Gd,9,Typ,1,BuiltIn,2004.0,RFn,3.0,746.0,TA,TA,Y,168,127,0,2,2006,WD ,12.538967060803502
2355,80,RL,81.0,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,TA,TA,CBlock,TA,Fa,No,ALQ,548.0,Unf,675.0,GasA,TA,Y,SBrkr,1109,1875,0.0,0.0,3,0,3,1,Gd,8,Typ,1,Attchd,1975.0,RFn,2.0,485.0,TA,TA,Y,48,28,0,6,2006,WD ,12.125404742462718
1983,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331.0,Unf,649.0,GasA,Ex,Y,SBrkr,679,1183,0.0,0.0,1,1,2,1,TA,6,Typ,0,Detchd,1981.0,Unf,1.0,308.0,TA,TA,Y,0,176,0,6,2007,WD ,11.695247021764184
547,60,RL,70.0,7703,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,Rec,816.0,GasA,Ex,Y,SBrkr,833,1730,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,1992.0,RFn,2.0,528.0,TA,TA,Y,0,91,0,11,2009,WD ,12.052338545588132
1842,160,FV,35.0,4251,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,625.0,GasA,Ex,Y,SBrkr,625,1250,0.0,0.0,2,1,2,1,Gd,5,Typ,0,Detchd,2006.0,RFn,2.0,528.0,TA,TA,Y,0,54,0,6,2007,New,12.011880916165731
2748,60,RL,88.0,12128,Pave,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,4,1989,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,Gd,TA,CBlock,Gd,TA,No,ALQ,549.0,Unf,868.0,GasA,Ex,Y,SBrkr,1313,2559,0.0,0.0,2,1,4,1,Ex,9,Typ,1,Attchd,1989.0,RFn,2.0,506.0,TA,TA,Y,0,245,0,11,2006,WD ,12.250089530946948
2425,120,RM,68.87899941826643,3072,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,GLQ,1059.0,Unf,1365.0,GasA,Ex,Y,SBrkr,1548,1548,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2004.0,Fin,2.0,388.0,TA,TA,Y,143,20,0,9,2006,WD ,12.323855681186558
2837,50,RL,58.0,8410,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Fa,PConc,TA,TA,No,Unf,0.0,Unf,658.0,GasA,TA,Y,SBrkr,658,1184,0.0,0.0,1,0,5,1,TA,8,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,N,0,151,0,5,2006,WD ,11.302204433654575
2456,20,RL,49.0,15218,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,1562.0,Unf,1670.0,GasA,Ex,Y,SBrkr,1670,1670,1.0,0.0,2,1,2,1,Gd,6,Typ,1,Attchd,2006.0,RFn,3.0,928.0,TA,TA,Y,0,240,0,9,2006,New,12.727303942010046
2114,60,RL,68.87899941826643,14364,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065.0,Unf,1157.0,GasA,Ex,Y,SBrkr,1180,2062,1.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1988.0,Fin,2.0,454.0,TA,TA,Y,60,55,0,4,2007,WD ,12.531772785169476
1890,20,RL,70.0,8680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,894.0,GasA,TA,Y,SBrkr,894,894,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1965.0,Unf,1.0,312.0,TA,TA,Y,0,0,0,1,2007,WD ,11.675044314446664
621,50,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,120.0,Unf,856.0,GasA,Ex,Y,SBrkr,1112,1668,0.0,0.0,1,1,3,1,TA,6,Min2,0,Attchd,1950.0,Unf,1.0,271.0,TA,TA,Y,0,0,0,9,2009,WD ,11.84939770159144
1427,20,RL,91.0,11778,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,1751.0,GasA,Ex,Y,SBrkr,1766,1766,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Attchd,2008.0,Fin,3.0,874.0,TA,TA,Y,216,36,0,12,2008,New,12.886739773186576
1728,60,RL,59.0,15810,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,768.0,GasA,Ex,Y,SBrkr,768,1496,0.0,0.0,3,0,3,1,Gd,7,Typ,0,Attchd,2007.0,Unf,2.0,572.0,TA,TA,Y,100,0,0,5,2007,New,12.110414905333732
2472,20,RL,91.0,11024,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1400.0,GasA,Ex,Y,SBrkr,1400,1400,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2005.0,RFn,2.0,612.0,TA,TA,Y,144,55,0,10,2006,New,12.13779380477688
610,60,RL,68.87899941826643,8970,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,Unf,744.0,GasA,TA,Y,SBrkr,825,2140,0.0,0.0,2,1,4,1,TA,7,Typ,1,Attchd,1965.0,Fin,2.0,549.0,TA,TA,Y,0,40,0,6,2009,WD ,12.086725887897607
1950,30,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,656.0,GasA,TA,Y,SBrkr,968,968,0.0,0.0,2,0,4,1,TA,5,Typ,0,Detchd,1928.0,Unf,1.0,216.0,Fa,Fa,Y,0,0,0,8,2007,WD ,11.074420502783864
94,120,FV,25.0,4835,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,Unf,1488.0,GasA,Ex,Y,SBrkr,1488,1488,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2004.0,Fin,2.0,506.0,TA,TA,Y,168,50,0,3,2010,WD ,12.468436909997665
1745,20,RL,53.0,3710,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1266.0,GasA,Ex,Y,SBrkr,1266,1266,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2007.0,Fin,2.0,388.0,TA,TA,Y,100,16,0,8,2007,New,12.130729295226383
744,30,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209.0,Unf,715.0,GasA,TA,Y,FuseA,875,875,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1931.0,Unf,1.0,180.0,Fa,TA,Y,48,0,0,11,2009,WD ,11.56171562913966
1859,80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,528.0,GasA,Ex,Y,SBrkr,1094,1855,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1976.0,RFn,2.0,512.0,TA,TA,Y,113,100,0,8,2007,WD ,12.138863895836725
2343,20,RL,91.0,14145,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213.0,Unf,1208.0,GasA,Ex,Y,SBrkr,1621,1621,1.0,0.0,2,0,3,1,Gd,8,Typ,0,Attchd,1984.0,RFn,2.0,440.0,TA,TA,Y,108,45,400,5,2006,WD ,12.218495165528731
1713,20,RL,70.0,9926,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,1614.0,GasA,Ex,Y,SBrkr,1614,1614,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2005.0,RFn,3.0,878.0,TA,TA,Y,100,38,0,5,2007,WD ,12.41186655850927
1816,160,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,630.0,GasA,Ex,Y,SBrkr,630,1266,0.0,0.0,1,1,2,1,TA,5,Typ,2,Attchd,1980.0,RFn,1.0,283.0,TA,TA,Y,340,0,0,7,2007,WD ,11.759785542901755
2390,60,RL,80.0,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,1030.0,GasA,Gd,Y,SBrkr,1038,2098,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Attchd,2005.0,RFn,3.0,878.0,TA,TA,Y,192,52,0,3,2006,WD ,12.526342907575106
364,60,RL,68.87899941826643,10762,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,978.0,GasA,Ex,Y,SBrkr,1005,1983,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,1999.0,Fin,2.0,490.0,TA,TA,Y,0,0,0,5,2009,WD ,12.323855681186558
684,80,RL,80.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,433.0,Rec,528.0,GasA,TA,Y,SBrkr,1183,1183,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1959.0,RFn,1.0,288.0,TA,TA,Y,0,0,0,7,2009,WD ,11.835008964139341
32,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,525.0,GasA,TA,Y,SBrkr,525,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,3,2010,WD ,11.385092093460344
1698,60,RL,105.0,13693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,2153.0,GasA,Ex,Y,SBrkr,2069,2643,0.0,0.0,2,1,3,1,Ex,9,Typ,1,BuiltIn,2006.0,Fin,3.0,694.0,TA,TA,Y,414,84,0,3,2007,WD ,12.84792653170257
1129,20,FV,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1660.0,GasA,Ex,Y,SBrkr,1660,1660,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2007.0,Fin,3.0,660.0,TA,TA,Y,133,120,0,6,2008,WD ,12.4529327234617
165,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234.0,Rec,900.0,GasA,TA,Y,SBrkr,900,900,0.0,1.0,1,0,3,1,Gd,5,Typ,0,Detchd,2005.0,Unf,2.0,576.0,TA,TA,Y,222,32,0,5,2010,WD ,11.811547477460344
935,160,RM,24.0,1612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,561.0,GasA,TA,Y,SBrkr,561,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,154,0,0,7,2009,WD ,11.703545824578878
1802,60,FV,84.0,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,874.0,GasA,Ex,Y,SBrkr,874,1761,0.0,0.0,3,0,3,1,Gd,7,Typ,0,Attchd,2007.0,Fin,2.0,578.0,TA,TA,Y,144,105,0,8,2007,New,12.336552511980964
250,20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1694.0,GasA,Ex,Y,SBrkr,1694,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2008.0,RFn,3.0,776.0,TA,TA,Y,160,33,0,2,2010,WD ,12.41044104151805
2668,90,RM,33.0,5976,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,624.0,GasA,Gd,N,FuseA,624,1248,0.0,0.0,2,0,2,2,TA,8,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,N,0,130,0,12,2006,WD ,11.44571671527678
236,30,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,Unf,458.0,GasA,Fa,N,SBrkr,835,835,0.0,0.0,1,0,2,1,TA,5,Typ,0,Basment,1920.0,Unf,1.0,366.0,Fa,TA,Y,0,0,400,5,2010,COD,11.326595886778735
2117,60,RL,68.87899941826643,53107,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,Unf,1580.0,GasA,Ex,Y,SBrkr,1079,1953,1.0,0.0,2,1,3,1,Gd,9,Typ,2,Attchd,1992.0,Fin,2.0,501.0,TA,TA,Y,216,231,0,6,2007,WD ,12.388394202324129
2029,45,RM,40.0,5680,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,592.0,GasA,TA,N,FuseA,933,1173,0.0,0.0,2,0,3,1,TA,7,Typ,0,Detchd,1920.0,Unf,1.0,240.0,TA,Fa,Y,0,25,0,9,2007,WD ,11.635143097694478
636,20,RL,66.0,12400,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585.0,Unf,1215.0,GasA,TA,Y,FuseA,1215,1215,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1958.0,Unf,1.0,297.0,TA,TA,Y,0,0,0,6,2009,WD ,11.951180395901384
1155,20,RL,65.0,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,912.0,GasA,Gd,Y,SBrkr,912,912,1.0,1.0,1,0,3,1,Gd,5,Typ,0,Detchd,1962.0,Unf,1.0,288.0,TA,TA,Y,168,0,0,5,2008,WD ,11.863582336583399
739,45,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,884.0,GasA,Gd,Y,SBrkr,904,904,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,0,0,0,1,2009,WD ,11.686878772093667
1608,50,RL,75.0,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,983.0,GasA,Ex,Y,SBrkr,983,1750,1.0,0.0,2,0,4,1,TA,7,Mod,0,Attchd,1989.0,Unf,1.0,423.0,TA,TA,Y,245,0,1300,7,2008,WD ,11.982929094215963
1087,60,RL,62.0,7415,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,759.0,Unf,839.0,GasA,Ex,Y,SBrkr,864,1593,1.0,0.0,2,1,3,1,TA,8,Typ,1,Attchd,2004.0,Fin,2.0,398.0,TA,TA,Y,100,75,0,4,2008,WD ,12.170445467887022
1774,60,RL,88.0,11762,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,Gd,TA,PConc,Ex,TA,No,GLQ,335.0,Unf,1105.0,GasA,Ex,Y,SBrkr,1105,2202,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,1992.0,RFn,2.0,517.0,TA,TA,Y,0,65,0,9,2007,WD ,12.479909311159902
2816,20,RL,65.0,8767,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,1310.0,GasA,Ex,Y,SBrkr,1310,1310,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,0,0,0,7,2006,New,12.01364014498549
2194,20,RL,60.0,8190,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,732.0,Unf,948.0,GasA,Ex,Y,SBrkr,948,948,1.0,0.0,1,0,3,1,TA,5,Typ,1,Detchd,1956.0,Unf,1.0,280.0,TA,TA,Y,0,36,0,10,2007,WD ,11.686878772093667
523,20,FV,75.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,1372.0,GasA,Ex,Y,SBrkr,1448,1448,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2006.0,RFn,2.0,692.0,TA,TA,Y,0,140,0,6,2009,WD ,12.382124589310534
